ID,F_FECHAAVALUO,TOT_BANOS,DEPOSITO,HABITACIONES,ESTRATO,TOTALGARAJES,PISOS,SOTANOS,ANTIGUEDAD,EDIPISO,IDCATEGORIA,ASCENSOR,LATITUD,LONGITUD,LOCALIDAD,BARRIO,AREA_PRIVADA,AREA_PRIVADA_VALFINAL
1,05/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51811 ,-74.0900,SAN CRISTOBAL,YOMASA,39.66,"173,799,712.13"
2,05/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51811 ,-74.0900,SAN CRISTOBAL,YOMASA,39.40,"174,366,414.16"
3,05/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51811 ,-74.0917,SAN CRISTOBAL,YOMASA,39.42,"183,134,477.88"
4,05/01/2016,1,0,2,3,0,24,0,0,NA,Apartamento,1,4.58307 ,-74.1681,CIUDAD BOLIVAR,EL PENON DEL CORTIJO,37.46,"225,300,956.31"
5,05/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,0,4.52511 ,-74.0876,SAN CRISTOBAL,JUAN REY (LA PAZ),37.69,"175,970,382.51"
6,05/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0875,SAN CRISTOBAL,JUAN REY (LA PAZ),38.26,"178,642,470.75"
7,05/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0874,SAN CRISTOBAL,JUAN REY (LA PAZ),37.82,"175,218,327.89"
8,05/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,0,4.52511 ,-74.0878,SAN CRISTOBAL,JUAN REY (LA PAZ),38.08,"178,008,119.35"
9,05/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),38.01,"178,520,538.74"
10,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0875,SAN CRISTOBAL,JUAN REY (LA PAZ),37.72,"177,163,090.94"
11,05/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),37.79,"179,447,742.08"
12,05/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0875,SAN CRISTOBAL,JUAN REY (LA PAZ),38.09,"175,790,451.80"
13,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),38.24,"176,937,060.56"
14,05/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),38.26,"178,405,762.61"
15,05/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0875,SAN CRISTOBAL,JUAN REY (LA PAZ),38.42,"179,078,921.70"
16,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0876,SAN CRISTOBAL,JUAN REY (LA PAZ),37.64,"175,530,077.27"
17,05/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0874,SAN CRISTOBAL,JUAN REY (LA PAZ),38.17,"177,825,760.75"
18,05/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,0,4.52511 ,-74.0880,SAN CRISTOBAL,JUAN REY (LA PAZ),37.92,"183,296,543.94"
19,05/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,0,4.52511 ,-74.0871,SAN CRISTOBAL,JUAN REY (LA PAZ),37.97,"174,575,457.13"
20,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0879,SAN CRISTOBAL,JUAN REY (LA PAZ),37.96,"175,428,174.39"
21,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0878,SAN CRISTOBAL,JUAN REY (LA PAZ),38.02,"176,457,584.61"
22,05/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0877,SAN CRISTOBAL,JUAN REY (LA PAZ),38.33,"178,665,940.28"
23,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0877,SAN CRISTOBAL,JUAN REY (LA PAZ),37.93,"178,121,958.29"
24,05/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0877,SAN CRISTOBAL,JUAN REY (LA PAZ),37.74,"185,584,808.84"
25,05/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0878,SAN CRISTOBAL,JUAN REY (LA PAZ),37.63,"201,723,503.07"
26,05/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0871,SAN CRISTOBAL,JUAN REY (LA PAZ),38.37,"179,117,539.54"
27,06/01/2016,1,0,2,2,0,6,0,0,NA,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),38.14,"174,821,657.47"
28,06/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0879,SAN CRISTOBAL,JUAN REY (LA PAZ),38.26,"176,871,491.51"
29,06/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),37.80,"176,233,399.69"
30,06/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0877,SAN CRISTOBAL,JUAN REY (LA PAZ),38.21,"177,259,706.89"
31,06/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),38.21,"188,409,535.65"
32,06/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,0,4.52511 ,-74.0876,SAN CRISTOBAL,JUAN REY (LA PAZ),37.71,"178,173,040.36"
33,06/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0880,SAN CRISTOBAL,JUAN REY (LA PAZ),31.67,"175,106,270.91"
34,06/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0879,SAN CRISTOBAL,JUAN REY (LA PAZ),38.52,"175,672,670.44"
35,06/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),38.54,"177,552,917.80"
36,06/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),38.39,"178,003,750.12"
37,07/01/2016,1,0,3,2,0,6,0,0,5,Apartamento,0,4.52611 ,-74.0881,SAN CRISTOBAL,JUAN REY (LA PAZ),37.83,"184,088,260.71"
38,07/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),31.99,"180,373,177.85"
39,07/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0876,SAN CRISTOBAL,JUAN REY (LA PAZ),38.15,"179,230,507.54"
40,07/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0874,SAN CRISTOBAL,JUAN REY (LA PAZ),38.49,"177,267,242.75"
41,07/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0880,SAN CRISTOBAL,JUAN REY (LA PAZ),37.97,"177,487,169.73"
42,07/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.52511 ,-74.0874,SAN CRISTOBAL,JUAN REY (LA PAZ),38.48,"174,949,001.67"
43,07/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),38.12,"175,500,718.02"
44,07/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,0,4.52511 ,-74.0879,SAN CRISTOBAL,JUAN REY (LA PAZ),38.01,"178,741,964.45"
45,07/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),38.13,"176,759,478.04"
46,07/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0876,SAN CRISTOBAL,JUAN REY (LA PAZ),37.83,"178,250,473.19"
47,07/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0873,SAN CRISTOBAL,JUAN REY (LA PAZ),38.05,"176,658,335.10"
48,12/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,0,4.52511 ,-74.0871,SAN CRISTOBAL,JUAN REY (LA PAZ),38.48,"178,851,486.32"
49,12/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,0,4.52511 ,-74.0879,SAN CRISTOBAL,JUAN REY (LA PAZ),38.07,"178,088,624.38"
50,14/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.52511 ,-74.0872,SAN CRISTOBAL,JUAN REY (LA PAZ),31.62,"175,832,519.76"
51,15/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,0,4.52511 ,-74.0874,SAN CRISTOBAL,JUAN REY (LA PAZ),37.88,"175,558,750.56"
52,16/01/2016,1,0,3,3,0,4,0,0,1,Apartamento,0,4.54982 ,-74.1133,RAFAEL URIBE URIBE,SAN AGUSTIN,55.48,"184,753,578.13"
53,16/01/2016,1,1,3,2,0,7,0,0,5,Apartamento,0,4.50716 ,-74.0988,USME,LA ESPERANZA SUR,39.17,"165,655,677.19"
54,16/01/2016,2,0,2,2,0,6,0,0,1,Apartamento,0,4.55111 ,-74.1397,CIUDAD BOLIVAR,LA ALAMEDA,42.91,"184,572,475.72"
55,16/01/2016,2,0,2,2,0,6,0,0,6,Apartamento,0,4.55111 ,-74.1392,CIUDAD BOLIVAR,LA ALAMEDA,42.94,"185,332,547.32"
56,16/01/2016,2,0,2,2,0,6,0,0,3,Apartamento,0,4.55111 ,-74.1399,CIUDAD BOLIVAR,LA ALAMEDA,42.96,"200,043,430.46"
57,16/01/2016,2,0,2,2,0,6,0,0,4,Apartamento,0,4.55111 ,-74.1392,CIUDAD BOLIVAR,LA ALAMEDA,43.01,"198,659,197.82"
58,16/01/2016,2,0,2,2,0,6,0,0,4,Apartamento,0,4.55111 ,-74.1392,CIUDAD BOLIVAR,LA ALAMEDA,42.97,"182,375,761.68"
59,16/01/2016,2,0,2,2,0,6,0,0,6,Apartamento,0,4.55111 ,-74.1391,CIUDAD BOLIVAR,LA ALAMEDA,42.81,"182,535,873.16"
60,16/01/2016,2,0,2,2,0,6,0,0,6,Apartamento,0,4.55111 ,-74.1400,CIUDAD BOLIVAR,LA ALAMEDA,43.34,"184,118,742.34"
61,16/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,0,4.55111 ,-74.1398,CIUDAD BOLIVAR,LA ALAMEDA,36.66,"190,768,282.26"
62,16/01/2016,2,0,2,2,0,6,0,0,4,Apartamento,0,4.55111 ,-74.1394,CIUDAD BOLIVAR,LA ALAMEDA,43.09,"192,642,773.77"
63,16/01/2016,2,0,2,2,0,6,0,0,4,Apartamento,0,4.55111 ,-74.1393,CIUDAD BOLIVAR,LA ALAMEDA,43.08,"179,727,325.41"
64,16/01/2016,2,0,2,2,0,6,0,0,2,Apartamento,0,4.55111 ,-74.1396,CIUDAD BOLIVAR,LA ALAMEDA,43.02,"184,434,498.01"
65,16/01/2016,2,0,2,2,0,6,0,0,4,Apartamento,0,4.55111 ,-74.1393,CIUDAD BOLIVAR,LA ALAMEDA,42.58,"185,669,867.01"
66,16/01/2016,2,0,2,2,0,6,0,0,5,Apartamento,0,4.55111 ,-74.1397,CIUDAD BOLIVAR,LA ALAMEDA,42.53,"185,374,145.74"
67,16/01/2016,2,0,2,2,0,6,0,0,5,Apartamento,0,4.55111 ,-74.1393,CIUDAD BOLIVAR,LA ALAMEDA,42.70,"182,691,271.80"
68,16/01/2016,2,0,2,2,0,6,0,0,5,Apartamento,0,4.55111 ,-74.1399,CIUDAD BOLIVAR,LA ALAMEDA,43.73,"178,937,180.55"
69,16/01/2016,1,0,2,2,0,17,0,0,3,Apartamento,1,4.51011 ,-74.1104,USME,LA ANDREA,35.49,"195,567,187.38"
70,16/01/2016,2,0,2,2,0,12,1,0,6,Apartamento,0,4.49461 ,-74.1181,USME,USMINIA,42.96,"171,031,417.75"
71,16/01/2016,2,0,3,2,0,12,0,0,12,Apartamento,1,4.54211 ,-74.0952,SAN CRISTOBAL,SANTA RITA SUR ORIENTAL,47.78,"200,300,299.45"
72,16/01/2016,2,0,3,2,0,14,0,0,9,Apartamento,1,4.54211 ,-74.0959,SAN CRISTOBAL,SANTA RITA SUR ORIENTAL,47.46,"202,029,133.05"
73,16/01/2016,2,0,3,2,0,14,0,0,NA,Apartamento,1,4.54211 ,-74.0958,SAN CRISTOBAL,SANTA RITA SUR ORIENTAL,47.47,"203,340,591.45"
74,16/01/2016,2,0,3,2,0,15,0,0,7,Apartamento,1,4.56975 ,-74.1111,RAFAEL URIBE URIBE,GRANJAS DE SANTA SOFIA,45.72,"219,890,107.27"
75,16/01/2016,2,0,3,2,0,15,0,0,7,Apartamento,1,4.56975 ,-74.1111,RAFAEL URIBE URIBE,GRANJAS DE SANTA SOFIA,45.17,"221,452,955.59"
76,16/01/2016,2,0,3,2,0,15,0,0,NA,Apartamento,1,4.56975 ,-74.1111,RAFAEL URIBE URIBE,GRANJAS DE SANTA SOFIA,45.34,"220,963,955.12"
77,16/01/2016,2,0,3,2,0,15,0,0,NA,Apartamento,1,4.56975 ,-74.1111,RAFAEL URIBE URIBE,GRANJAS DE SANTA SOFIA,45.12,"223,097,890.56"
78,16/01/2016,2,0,3,2,0,17,0,1,3,Apartamento,0,4.50986 ,-74.1094,USME,LA ANDREA,44.48,"218,323,746.10"
79,16/01/2016,2,0,3,2,0,17,0,0,7,Apartamento,0,4.50986 ,-74.1094,USME,LA ANDREA,43.73,"211,540,910.64"
80,18/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,1,4.53211 ,-74.1263,USME,PORVENIR,43.36,"210,299,093.00"
81,19/01/2016,1,0,2,2,0,12,0,0,9,Apartamento,1,4.53211 ,-74.1256,USME,PORVENIR,43.44,"215,676,294.81"
82,19/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,1,4.53211 ,-74.1248,USME,PORVENIR,42.92,"212,961,173.43"
83,19/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,1,4.53211 ,-74.1277,USME,PORVENIR,44.80,"211,475,480.75"
84,19/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,1,4.53211 ,-74.1270,USME,PORVENIR,43.79,"220,477,405.49"
85,19/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,1,4.53211 ,-74.1238,USME,PORVENIR,44.81,"217,529,699.95"
86,19/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,1,4.53211 ,-74.1287,USME,PORVENIR,43.84,"211,520,178.94"
87,19/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,1,4.53211 ,-74.1215,USME,PORVENIR,39.89,"210,874,312.63"
88,19/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,1,4.53211 ,-74.1223,USME,PORVENIR,42.90,"211,790,394.21"
89,19/01/2016,1,0,2,2,0,12,0,0,8,Apartamento,1,4.53211 ,-74.1279,USME,PORVENIR,44.66,"218,820,837.31"
90,19/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,1,4.53211 ,-74.1292,USME,PORVENIR,43.01,"211,321,239.98"
91,19/01/2016,1,0,2,2,0,12,0,0,12,Apartamento,0,4.53074 ,-74.1236,USME,PORVENIR,43.91,"219,147,566.83"
92,19/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,1,4.53211 ,-74.1226,USME,PORVENIR,43.29,"214,301,357.77"
93,19/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,1,4.53211 ,-74.1246,USME,PORVENIR,43.63,"210,875,428.06"
94,19/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,1,4.53211 ,-74.1294,USME,PORVENIR,41.96,"212,305,425.98"
95,19/01/2016,1,0,2,2,0,12,0,0,9,Apartamento,1,4.53211 ,-74.1238,USME,PORVENIR,43.70,"215,778,201.95"
96,19/01/2016,1,0,2,2,0,6,0,0,2,Apartamento,1,4.53211 ,-74.1272,USME,PORVENIR,43.76,"211,335,353.93"
97,19/01/2016,1,0,2,2,0,6,0,0,1,Apartamento,1,4.53211 ,-74.1231,USME,PORVENIR,39.92,"210,911,597.64"
98,19/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,1,4.53211 ,-74.1216,USME,PORVENIR,43.50,"218,689,573.25"
99,19/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,1,4.53211 ,-74.1281,USME,PORVENIR,43.02,"210,057,419.16"
100,19/01/2016,1,0,2,2,0,6,0,0,3,Apartamento,1,4.53211 ,-74.1265,USME,PORVENIR,42.51,"210,443,872.39"
101,19/01/2016,1,0,2,2,0,12,0,0,12,Apartamento,0,4.53074 ,-74.1236,USME,PORVENIR,43.34,"216,828,928.57"
102,19/01/2016,1,0,2,2,0,12,0,0,3,Apartamento,1,4.53211 ,-74.1249,USME,PORVENIR,43.41,"217,698,687.70"
103,19/01/2016,1,0,2,2,0,6,0,0,6,Apartamento,1,4.53211 ,-74.1256,USME,PORVENIR,43.82,"214,965,470.06"
104,19/01/2016,1,0,2,2,0,6,0,0,4,Apartamento,1,4.53211 ,-74.1294,USME,PORVENIR,43.46,"220,866,023.19"
105,19/01/2016,1,0,2,3,0,24,0,0,NA,Apartamento,1,4.58775 ,-74.1594,CIUDAD BOLIVAR,MADELENA,37.35,"223,391,277.16"
106,19/01/2016,1,0,2,3,0,24,0,0,NA,Apartamento,1,4.58775 ,-74.1594,CIUDAD BOLIVAR,MADELENA,37.04,"222,949,780.01"
107,19/01/2016,2,0,3,2,0,7,0,0,2,Apartamento,0,4.56471 ,-74.1092,RAFAEL URIBE URIBE,LA RESURRECCION I,49.93,"217,372,298.78"
108,19/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1743,SAN CRISTOBAL,BOLONIA I,38.11,"172,367,122.99"
109,19/01/2016,1,0,2,2,0,2,1,0,2,Casa,0,4.51691 ,-74.1009,SAN CRISTOBAL,BOLONIA I,38.15,"172,979,766.56"
110,19/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1397,SAN CRISTOBAL,BOLONIA I,37.20,"175,813,639.23"
111,19/01/2016,1,0,3,2,0,6,0,0,4,Apartamento,0,4.51045 ,-74.0989,SAN CRISTOBAL,BOLONIA I,39.57,"160,929,570.36"
112,20/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1222,SAN CRISTOBAL,BOLONIA I,37.87,"184,517,892.37"
113,21/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1100,SAN CRISTOBAL,BOLONIA I,38.07,"172,100,889.49"
114,21/01/2016,1,0,2,2,0,2,1,0,2,Casa,0,4.51691 ,-74.1010,SAN CRISTOBAL,BOLONIA I,37.18,"169,660,402.25"
115,21/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1233,SAN CRISTOBAL,BOLONIA I,38.78,"174,506,957.63"
116,21/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1169,SAN CRISTOBAL,BOLONIA I,37.63,"175,672,297.78"
117,21/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1154,SAN CRISTOBAL,BOLONIA I,37.75,"175,049,531.76"
118,21/01/2016,1,0,3,2,0,6,0,0,6,Apartamento,0,4.51252 ,-74.0997,SAN CRISTOBAL,BOLONIA I,38.75,"166,550,946.52"
119,21/01/2016,1,0,2,2,0,2,0,0,2,Casa,0,4.51311 ,-74.1271,SAN CRISTOBAL,BOLONIA I,37.70,"175,618,239.67"
120,21/01/2016,1,0,2,2,0,5,0,1,3,Apartamento,0,4.58541 ,-74.1688,CIUDAD BOLIVAR,PERDOMO ALTO,40.97,"210,059,496.81"
121,21/01/2016,1,0,2,2,0,5,0,1,3,Apartamento,0,4.58541 ,-74.1688,CIUDAD BOLIVAR,PERDOMO ALTO,40.44,"211,069,709.67"
122,21/01/2016,1,0,2,2,0,4,0,0,2,Apartamento,0,4.58541 ,-74.1687,CIUDAD BOLIVAR,PERDOMO ALTO,40.29,"212,757,121.84"
123,21/01/2016,1,0,2,3,0,4,0,0,3,Apartamento,0,4.58541 ,-74.1687,CIUDAD BOLIVAR,PERDOMO ALTO,40.79,"207,867,397.43"
124,21/01/2016,2,0,1,2,0,2,0,0,1,Casa,0,4.51111 ,-74.0987,USME,BOLONIA I,37.94,"172,167,361.61"
125,21/01/2016,1,0,2,2,0,3,0,0,1,Casa,0,4.51068 ,-74.0978,USME,BOLONIA I,37.38,"166,794,228.56"
126,21/01/2016,1,0,3,2,0,7,0,0,6,Apartamento,0,4.51261 ,-74.0989,USME,BOLONIA I,38.72,"160,507,653.10"
127,21/01/2016,2,0,2,2,0,2,0,0,1,Casa,0,4.51031 ,-74.0979,USME,BOLONIA I,37.60,"172,476,554.53"
128,21/01/2016,2,0,1,2,0,2,0,0,1,Casa,0,4.51111 ,-74.0986,USME,BOLONIA I,37.58,"170,246,085.31"
129,21/01/2016,2,0,0,2,0,2,0,0,1,Casa,0,4.51111 ,-74.0987,USME,BOLONIA I,38.04,"170,837,720.23"
130,21/01/2016,1,0,2,2,0,6,0,0,5,Apartamento,0,4.50743 ,-74.0859,USME,SAN PEDRO SUR,44.00,"167,320,219.27"
131,21/01/2016,1,0,3,2,0,8,0,0,NA,Apartamento,0,4.56627 ,-74.1125,RAFAEL URIBE URIBE,CARMEN DEL SOL,49.49,"213,640,767.27"
132,21/01/2016,1,0,3,2,0,8,0,0,NA,Apartamento,0,4.56627 ,-74.1125,RAFAEL URIBE URIBE,CARMEN DEL SOL,39.00,"200,938,733.41"
133,21/01/2016,2,0,3,3,0,14,0,0,13,Apartamento,1,4.50956 ,-74.1166,USME,GRAN YOMASA,49.54,"224,637,759.84"
134,22/01/2016,1,0,2,2,0,13,0,0,8,Apartamento,1,4.53435 ,-74.1104,USME,LA FISCALA,47.76,"222,430,225.10"
135,26/01/2016,1,0,3,2,0,6,0,0,6,Apartamento,0,4.51004 ,-74.1041,USME,EL CURUBO,38.71,"217,662,737.31"
136,26/01/2016,1,0,2,2,0,23,2,0,8,Apartamento,1,4.56711 ,-74.1270,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.38,"219,440,905.38"
137,26/01/2016,1,0,2,2,0,23,0,0,9,Apartamento,1,4.56711 ,-74.1269,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.00,"217,470,981.77"
138,26/01/2016,1,0,2,2,0,23,2,0,19,Apartamento,1,4.56711 ,-74.1268,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.26,"219,838,236.22"
139,26/01/2016,1,0,2,2,0,23,2,0,4,Apartamento,1,4.56711 ,-74.1269,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.75,"222,622,624.32"
140,26/01/2016,1,0,2,2,0,23,0,0,9,Apartamento,1,4.56711 ,-74.1263,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,42.00,"218,898,326.42"
141,26/01/2016,1,0,2,2,0,23,2,0,2,Apartamento,1,4.56711 ,-74.1267,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.90,"219,475,214.57"
142,26/01/2016,1,0,2,2,0,23,2,0,22,Apartamento,1,4.56711 ,-74.1264,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.11,"220,168,565.15"
143,26/01/2016,1,0,3,3,0,12,0,0,2,Apartamento,1,4.56711 ,-74.1263,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.48,"206,524,019.09"
144,26/01/2016,1,0,2,2,0,23,2,0,22,Apartamento,1,4.56711 ,-74.1262,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.40,"222,576,814.33"
145,26/01/2016,1,0,2,2,0,23,0,0,19,Apartamento,1,4.56711 ,-74.1267,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.69,"219,121,523.59"
146,26/01/2016,1,0,2,2,0,23,2,0,11,Apartamento,1,4.56711 ,-74.1261,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.72,"222,025,909.04"
147,26/01/2016,1,0,2,2,0,23,0,0,11,Apartamento,1,4.56711 ,-74.1266,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.77,"221,178,232.98"
148,26/01/2016,1,0,2,2,0,23,2,0,8,Apartamento,1,4.56711 ,-74.1264,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.78,"219,249,879.06"
149,26/01/2016,1,0,2,2,0,23,0,0,23,Apartamento,1,4.56711 ,-74.1268,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.34,"221,173,203.35"
150,26/01/2016,1,0,2,2,0,23,2,0,8,Apartamento,1,4.56711 ,-74.1265,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,41.81,"222,531,393.87"
151,26/01/2016,1,0,2,2,0,23,2,0,5,Apartamento,1,4.56725 ,-74.1250,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,48.17,"214,808,799.23"
152,26/01/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,37.93,"223,710,258.23"
153,26/01/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,38.88,"222,614,924.77"
154,28/01/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,39.01,"224,329,369.06"
155,28/01/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,37.46,"223,175,070.78"
156,28/01/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,38.71,"223,601,238.30"
157,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,38.29,"226,275,144.10"
158,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,34.67,"223,909,731.49"
159,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,38.12,"223,352,036.60"
160,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,34.12,"222,902,691.64"
161,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,39.15,"226,729,983.03"
162,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,37.58,"222,116,551.72"
163,01/02/2016,1,0,2,3,0,12,0,0,NA,Apartamento,0,4.59446 ,-74.1580,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,34.53,"226,077,672.46"
